text,raw_text,source,genre,movie_title,movie_year,tmdb_id,imdb_id,rating,votes,author,comment_id,replies,time,is_reply,is_hearted,trailer_id,sentiment,intensity,topic,contains_spoiler
I’m Crooked Man EXACTLY!!!!!!,I’m Crooked Man EXACTLY!!!!!!,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@-ocean-and-earth-,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm97i00lhVhoj,0,6 years ago,True,False,V6wWKNij_1M,neutral,2,off_topic,False
I would be at they’re house to begin with,I would be at they’re house to begin with,youtube,horror,Get Out,2017,419430,tt5052448,,1,@LiyahLiyah79,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ9cgAq6cAFky,0,3 years ago,True,False,DzfpyUB60YY,negative,2,off_topic,False
I would probably S I N K I N T O T H E G R O U N D,I would probably S I N K I N T O T H E G R O U N D,youtube,horror,Get Out,2017,419430,tt5052448,,9,@kuroneco-j4n,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ96vFiOMA7d-,0,6 years ago,True,False,DzfpyUB60YY,negative,2,off_topic,False
Its a different type of horror but its still horror,Its a different type of horror but its still horror,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@chunkyboi8060,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9LH6QiZdxs3,0,5 years ago,True,False,V6wWKNij_1M,positive,3,general,False
Exactly! I am so irritated when people say that.,Exactly! I am so irritated when people say that.,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@kesh4338,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9HywNuCkKJE,0,5 years ago,True,False,V6wWKNij_1M,negative,2,general,False
Oh wow. I never got that! There was so much packed into this movie. I think I'd have to see it at least five times to pick up on all of it.,Oh wow.  I never got that!  There was so much packed into this movie.  I think I'd have to see it at least five times to pick up on all of it.,youtube,horror,Get Out,2017,419430,tt5052448,,4,@markr-t9o,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9DoosWr6D6-,0,5 years ago,True,False,DzfpyUB60YY,positive,5,plot,False
@damienholland9244 Gore is big part of horror so relying on it is bad unless it's a ghost movie then that doesn't make sense.," @damienholland9244  
Gore is big part of horror so relying on it is bad unless it's a ghost movie then that doesn't make sense.",youtube,horror,Hereditary,2018,493922,tt7784604,,2,@Aqib2,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9BEpwKcmxYm,0,5 years ago,True,False,V6wWKNij_1M,neutral,3,general,False
@Gnsd45 what? Lol, @Gnsd45 what? Lol,youtube,horror,Get Out,2017,419430,tt5052448,,0,@kay-collins,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9tzDHQdltsV,0,2 years ago (edited),True,False,DzfpyUB60YY,neutral,2,off_topic,False
Ok Mr expert horror fan,Ok Mr expert horror fan 😂,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@simonk449,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm98AJRrpOKCn,0,5 years ago,True,False,V6wWKNij_1M,neutral,2,off_topic,False
The girl lowkey looks like Dustin from stranger things,The girl lowkey looks like Dustin from stranger things,youtube,horror,Hereditary,2018,493922,tt7784604,,15000,@mio9682,UgzztfjiXDgsMG_Vn2l4AaABAg,109,6 years ago,False,False,V6wWKNij_1M,neutral,2,off_topic,False
This movie changed me ill never be the same again,This movie changed me ill never be the same again,youtube,horror,Get Out,2017,419430,tt5052448,,24,@noneya7377,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR93Fa6Nm1BlU,0,6 years ago,True,False,DzfpyUB60YY,positive,5,general,False
I still don't see what the deer had to do with anything tho ??,I still don't see what the deer had to do with anything tho ??,youtube,horror,Get Out,2017,419430,tt5052448,,201,@blackwolf3803,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR8ybnGSJp4H2,0,6 years ago,True,False,DzfpyUB60YY,negative,3,plot,False
"Oh come on you all! There is nothing bad about jump scares! This “true horror movie” talk is ridiculous. I think it should be two separate genres of horror. Sometimes it’s good to rest your mind on a good old jump scare movie, to be afraid of a shadow in the dark, enjoy some stupid camp fire spooky story. I am not always emotionally ready for a good psychological horror which will screw with my mind and hunt me for days. Both kinds of horrors deserve a right to exist.","Oh come on you all! There is nothing bad about jump scares! This “true horror movie” talk is ridiculous. I think it should be two separate genres of horror. Sometimes it’s good to rest your mind on a good old jump scare movie, to be afraid of a shadow in the dark, enjoy some stupid camp fire spooky story. I am not always emotionally ready for a good psychological horror which will screw with my mind and hunt me for days. Both kinds of horrors deserve a right to exist.",youtube,horror,Hereditary,2018,493922,tt7784604,,13,@torimayer9357,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm98nGTwBU0M8,0,5 years ago,True,False,V6wWKNij_1M,positive,4,general,False
Thuc Nguyen Jumpscares get you startled. Not scared like what this movie does,Thuc Nguyen Jumpscares get you startled. Not scared like what this movie does,youtube,horror,Hereditary,2018,493922,tt7784604,,16,@joshuasingh9583,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm90EyXny_ot5,0,6 years ago,True,False,V6wWKNij_1M,positive,4,general,False
@2chainz391 Cops routinely run ids of everybody in a vehicle, @2chainz391  Cops routinely run ids of everybody in a vehicle,youtube,horror,Get Out,2017,419430,tt5052448,,23,@albertannationalist,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR8z-fXFLGZC-,0,6 years ago,True,False,DzfpyUB60YY,neutral,2,off_topic,False
"No, decapitation is.","No, decapitation is.",youtube,horror,Hereditary,2018,493922,tt7784604,,1,@peripateticguy55,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm96HCTcIhvty,0,6 years ago,True,False,V6wWKNij_1M,neutral,2,off_topic,False
This makes sense now and how Rose told off the Officer to not ask for Chris's Id. Damn,This makes sense now and how Rose told off the Officer to not ask for Chris's Id. Damn,youtube,horror,Get Out,2017,419430,tt5052448,,21,@sss-nq8zk,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR92ZZXD43M1l,0,6 years ago,True,False,DzfpyUB60YY,positive,4,plot,False
"This movie is so bad, that only horror movie noobies find it enjoying.","This movie is so bad, that only horror movie noobies find it enjoying.",youtube,horror,Hereditary,2018,493922,tt7784604,,0,@goncalosousa02,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9e3wxeRo5xK,0,3 years ago,True,False,V6wWKNij_1M,negative,5,general,False
True the feeling inside the body was a legendary feeling ever,True the feeling inside the body was a legendary feeling ever,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@OPMasterGamerz,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9qNOQ47s2nQ,0,2 years ago,True,False,V6wWKNij_1M,positive,4,general,False
Could be could not be,Could be could not be,youtube,horror,Get Out,2017,419430,tt5052448,,0,@MiraDaCutest,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9n7llDE3LoY,0,3 years ago,True,False,DzfpyUB60YY,neutral,3,general,False
But think abt it if the police knew black ppl went missing in that neighborhood they would have found the maid and the groundskeeper,But think abt it if the police knew black ppl went missing in that neighborhood they would have found the maid and the groundskeeper,youtube,horror,Get Out,2017,419430,tt5052448,,4,@bukiboytarpley7502,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR9cKEPcf7nSe,0,3 years ago,True,False,DzfpyUB60YY,neutral,3,off_topic,False
"I haven't seen the movie, but i agree with you about the jump scares. Way too many ""horror"" movies seem to rely on those","I haven't seen the movie, but i agree with you about the jump scares. Way too many ""horror"" movies seem to rely on those",youtube,horror,Hereditary,2018,493922,tt7784604,,0,@themightymutt6653,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9rGQ3Y_Gu9B,0,2 years ago,True,False,V6wWKNij_1M,neutral,2,off_topic,False
@Lucky_2109 That's the plot for GET OUT 2!!!, @Lucky_2109  That's the plot for GET OUT 2!!!,youtube,horror,Get Out,2017,419430,tt5052448,,8,@pisceandreams5893,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ97rmUgWk-Cd,0,6 years ago,True,False,DzfpyUB60YY,neutral,2,plot,False
"False dichotomy. If you like it, that's swell, but you can opine without being insulting.","False dichotomy.

If you like it, that's swell, but you can opine without being insulting.",youtube,horror,Hereditary,2018,493922,tt7784604,,0,@arcticflower7223,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9ETEmwWMjZj,0,5 years ago,True,False,V6wWKNij_1M,negative,3,general,False
But this movie did make me jump! Everything about it was immaculate really.,But this movie did make me jump! Everything about it was immaculate really.,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@EsellaIbarra,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9FIqg6iBsnp,0,5 years ago,True,False,V6wWKNij_1M,positive,5,visuals,False
The movie was horror and the story line relating to one of the demons of hell is quite a scary one...,The movie was horror and the story line relating to one of the demons of hell is quite a scary one...,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@Francis-qf2hr,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULmA-o68yw7JLT,0,2 years ago,True,False,V6wWKNij_1M,positive,4,plot,False
Hahaha good one!,Hahaha good one!,youtube,horror,Get Out,2017,419430,tt5052448,,25,@Jade16.61,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ94u8tYvjimu,0,6 years ago,True,False,DzfpyUB60YY,positive,2,general,False
Rule 1: don't take a subtle photo with the flash on,Rule 1: don't take a subtle photo with the flash on,youtube,horror,Get Out,2017,419430,tt5052448,,3400,@Scopps94,UgjjrZZXkSnDh3gCoAEC,28,9 years ago,False,False,DzfpyUB60YY,neutral,2,off_topic,False
this wasn’t a trailer this was the whole goddamn movie,"this wasn’t a trailer

this was the whole goddamn movie",youtube,horror,Get Out,2017,419430,tt5052448,,9600,@reuben03,Ugz7SIr6HkLS7fJx_Jl4AaABAg,67,5 years ago,False,False,DzfpyUB60YY,negative,3,general,False
1:42 ‘Petah! We’re in a horror movie Petah!’,1:42  ‘Petah! We’re in a horror movie Petah!’,youtube,horror,Hereditary,2018,493922,tt7784604,,30,@TheBrokestGod,UgzX0-abp-8EoOUUS414AaABAg,0,1 year ago,False,False,V6wWKNij_1M,neutral,2,off_topic,False
"You sit are true this movie is nutts, great pacingz great pay off. I was lucky enough to watch the first time and absolutely had no idea what it was about. Half way through it I thought it was gonna be one of those pyschilogical thrillers where u didn't know if it was real or in Annie's head, boy have I never been so happy to have been so wrong!","You sit are true this movie is nutts, great pacingz great pay off. I was lucky enough to watch the first time and absolutely had no idea what it was about. Half way through it I thought it was gonna be one of those pyschilogical thrillers where u didn't know if it was real or in Annie's head, boy have I never been so happy to have been so wrong!",youtube,horror,Hereditary,2018,493922,tt7784604,,0,@Cameron-ro4oe,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9q2Idpj3njU,0,2 years ago,True,False,V6wWKNij_1M,positive,4,plot,False
MrBullya How can it be not scary but creepy?,MrBullya How can it be not scary but creepy?🤣,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@infiniteaviation6352,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9CPgUGtFcPl,0,5 years ago,True,False,V6wWKNij_1M,neutral,2,off_topic,False
I don’t think ever been as scared watching a movie. I would literally gasp so much times.,I don’t think ever been as scared watching a movie. I would literally gasp so much times.,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@tomas-ol7xg,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9kEuWpJkNlY,0,3 years ago,True,False,V6wWKNij_1M,positive,5,general,False
Or maybe they just didn’t like the movie. ‍ doesn’t mean that they dont understand horror,Or maybe they just didn’t like the movie. 🤷‍♀️ doesn’t mean that they dont understand horror,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@UM-nb5bf,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9kqm9WFc2uV,0,3 years ago,True,False,V6wWKNij_1M,negative,3,general,False
Such a waste movie it was not horror at all. Nowadays they have mixed the genere of gore and horror and just sell it as psychological horror. All such movies are a waste of time. We don't want thrilling disturbing after the movie. We are driving into their characters. Just adding some bad scenes doesn't make it a HORROR movie. If a movie is based on such type of concept just leave it. Hereditary is also overrated. Smile too. Nothing disturbing is felt during or after the movie as these psychological horror movies claim. Instead watch a comedy movie.,Such a waste movie it was not horror at all. Nowadays they have mixed the genere of gore and horror and just sell it as psychological horror. All such movies are a waste of time. We don't want thrilling disturbing after the movie. We are driving into their characters. Just adding some bad scenes doesn't make it a HORROR movie. If a movie is based on such type of concept just leave it. Hereditary is also overrated. Smile too. Nothing disturbing is felt during or after the movie as these psychological horror movies claim. Instead watch a comedy movie.,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@VijayJay-e6k,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULmARl-FSfOSTu,0,3 months ago,True,False,V6wWKNij_1M,negative,4,general,False
"I've been watching horror consistently for 40 years now. This movie is the only movie that gave actual nightmares. None other had ever, prior.","I've been watching horror consistently for 40 years now.  This movie is the only movie that gave actual nightmares.  None other had ever, prior.",youtube,horror,Hereditary,2018,493922,tt7784604,,128,@ambassador724,UgwgtPhOoBom3742SlV4AaABAg,8,2 years ago,False,False,V6wWKNij_1M,positive,5,general,False
"If you ever find yourself constipated, watch this movie.","If you ever find yourself constipated, watch this movie.",youtube,horror,Hereditary,2018,493922,tt7784604,,3500,@brcarter1111,UgyYS-K77r70dkkP5VV4AaABAg,19,7 years ago,False,False,V6wWKNij_1M,negative,2,general,False
Nice perspective !,Nice perspective !,youtube,horror,Get Out,2017,419430,tt5052448,,3,@patrickdavid6525,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR902w7i_id8J,0,6 years ago,True,False,DzfpyUB60YY,positive,3,general,False
Yes but this movie was kind of boring.,Yes but this movie was kind of boring.,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@karmaexists3541,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm9ONX3HqkI1v,0,4 years ago,True,False,V6wWKNij_1M,negative,2,general,False
Totally agree. It really freaked me out and I don’t even believe in ghosts or demons or any of that,Totally agree. It really freaked me out and I don’t even believe in ghosts or demons or any of that,youtube,horror,Hereditary,2018,493922,tt7784604,,1,@singIeservingfriend,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULmA3EPAPRV7bX,0,1 year ago,True,False,V6wWKNij_1M,positive,4,general,False
I dont think that's it but close,I dont think that's it but close,youtube,horror,Get Out,2017,419430,tt5052448,,0,@nikibronson133,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR93RDCEtAemT,0,6 years ago,True,False,DzfpyUB60YY,neutral,2,general,False
"I somewhat disagree (about your statement regarding jump scares). Lemme ask you this: If you plan on scaring a friend or family member, what's the first prank that comes to mind? For most people, I would argue it's jump scaring. And you wouldn't do it every day, right? It'd be once in a while, when they least expect it. You'd do your best to keep them from seeing it coming, hold your breath, camouflage yourself, etc. That's how movie jump scares can be effective. If they're used sparingly, in the right moment, and it's always best to try to keep it as unpredictable as possible. One EXCELLENT example of a good, tactical jump scare that nobody saw coming, was the opening scene of ""The Cabin in the Woods."" Another would be the ""sloth"" scene in ""Se7en,"" and another during the blood test scene in ""The Thing"" (1982), or the dream-telling scene in ""Insidious"", really I could go on. Jump scares can DEFINITELY be ""good"" horror, if used correctly. I believe horror shows/movies should use jump scares like they should use CGI: Rarely, thoughtfully, and in the right moments. Essentially, NOT as a crutch (""The Thing"" [2011] I'm looking at YOU).","I somewhat disagree (about your statement regarding jump scares). Lemme ask you this: If you plan on scaring a friend or family member, what's the first prank that comes to mind? For most people, I would argue it's jump scaring. And you wouldn't do it every day, right? It'd be once in a while, when they least expect it. You'd do your best to keep them from seeing it coming, hold your breath, camouflage yourself, etc.

That's how movie jump scares can be effective. If they're used sparingly, in the right moment, and it's always best to try to keep it as unpredictable as possible. One EXCELLENT example of a good, tactical jump scare that nobody saw coming, was the opening scene of ""The Cabin in the Woods."" Another would be the ""sloth"" scene in ""Se7en,"" and another during the blood test scene in ""The Thing"" (1982), or the dream-telling scene in ""Insidious"", really I could go on. 

Jump scares can DEFINITELY be ""good"" horror, if used correctly. I believe horror shows/movies should use jump scares like they should use CGI: Rarely, thoughtfully, and in the right moments. Essentially, NOT as a crutch (""The Thing"" [2011] I'm looking at YOU).",youtube,horror,Hereditary,2018,493922,tt7784604,,4,@ROCKaholic,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULm99FevI6FTTA,0,5 years ago,True,False,V6wWKNij_1M,neutral,3,general,False
The mother of little girl deserves a seperate Oscar for her acting she did.,The mother of little girl deserves a seperate Oscar for her acting she did.,youtube,horror,Hereditary,2018,493922,tt7784604,,11000,@nitinrawat7581,Ugw1pcHYEGX3wQM0_N54AaABAg,39,5 years ago,False,False,V6wWKNij_1M,positive,5,acting,False
"Omg i didn’t notice that, but still maybe he just trying annoy the black dude","Omg i didn’t notice that, but still maybe he just trying annoy the black dude",youtube,horror,Get Out,2017,419430,tt5052448,,3400,@dl8554,UgyEvCRbKgQ_x5NjIPl4AaABAg.8viDOkYqNkR8vlSSYi90FT,0,6 years ago,True,False,DzfpyUB60YY,negative,2,general,False
I hate jump scares and this movie is trash. Nothing horrifying about it,I hate jump scares and this movie is trash. Nothing horrifying about it,youtube,horror,Hereditary,2018,493922,tt7784604,,0,@sirjames45443,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULmA-5eQsN22AY,0,2 years ago,True,False,V6wWKNij_1M,negative,3,general,False
@raisins7976 big brain, @raisins7976  big brain,youtube,horror,Get Out,2017,419430,tt5052448,,0,@Its_angxlaz,Ugzds-208n2EAClps9J4AaABAg.93GJQ7jTDlZ9UBAuFrRV5t,0,4 years ago,True,False,DzfpyUB60YY,neutral,2,off_topic,False
"I will say that their taste palette needs to be expanded. This movie was INSANE!! I was so emotionally exhausting, so many things that occurred. An incredible Slowburner. Toni Collette was AMAZING!!!! The sound design & visuals were SO HAUNTING!! So many things I can say about this movie","I will say that their taste palette needs to be expanded. This movie was INSANE!! I was so emotionally exhausting, so many things that occurred. An incredible Slowburner. Toni Collette was AMAZING!!!! The sound design & visuals were SO HAUNTING!! So many things I can say about this movie",youtube,horror,Hereditary,2018,493922,tt7784604,,1,@CrayDreZ,UgymHPI3snUEUwvr5at4AaABAg.8yN_Sv_8ULmA2d8oqGyrp0,0,2 years ago,True,False,V6wWKNij_1M,positive,5,visuals,False
"The fact that he immediately knew you just by your writtings means you are always being a part of his memories that he would never forget. What's meant to be will always find its way. So, just enjoy your present today.","The fact that he immediately knew you just by your writtings means you are always being a part of his memories that he would never forget.
What's meant to be will always find its way.
So, just enjoy your present today.",youtube,romance,Past Lives,2023,666277,tt13238346,,12,@tablefortwo9255,UgxKGI0GlkSOEhzF9wF4AaABAg.9mRa_3NKE5C9mco8_xnvBa,0,3 years ago,True,False,kA244xewjcI,neutral,2,general,False
"funfact: I'm watching Harry Potter, right now, the first part and like 5min ago there was this scene and now it's a commercial break and I'm just on YouTube and i saw this... coincidence? i don't think so","funfact: I'm watching Harry Potter, right now, the first part and like 5min ago there was this scene and now it's a commercial break and I'm just on YouTube and i saw this... coincidence? i don't think so",youtube,romance,The Notebook,2004,11036,tt0332280,,5,@sarah-ui8ip,UgjcUki-9PTRDXgCoAEC.7-H0Z7-3F9F8tfohL5vG6X,0,7 years ago,True,False,FC6biTjEyZw,neutral,2,off_topic,False
I don't want to see climax in this movie,I don't want to see climax in this movie,youtube,romance,La La Land,2016,313369,tt3783958,,2,@premroman3739,UgidHXSrlU8ihHgCoAEC.8OxkGjqLGKa95a3iGxqiqT,0,6 years ago,True,False,0pdqf4P9MB8,negative,3,plot,False
@to-pitogyro-ths-geitonias07 I prefer Allie, @to-pitogyro-ths-geitonias07  I prefer Allie,youtube,romance,The Notebook,2004,11036,tt0332280,,5,@madisons6522,UggEpfiyYRhJTngCoAEC.7-H0Z7-NbDw8lm7Wx6pyXp,0,7 years ago,True,False,FC6biTjEyZw,neutral,2,off_topic,False
Brooooo u there,Brooooo 🚶🚶🚶 u there,youtube,romance,La La Land,2016,313369,tt3783958,,0,@ashketchum1745,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D19eB9Uts6AdJ,0,3 years ago,True,False,0pdqf4P9MB8,neutral,1,off_topic,False
"Me too, and it's almost three years","Me too, and it's almost three years",youtube,romance,La La Land,2016,313369,tt3783958,,1,@muhammadyusufmaulana8391,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D18xNGuIHJHAT,0,6 years ago,True,False,0pdqf4P9MB8,neutral,1,off_topic,False
Thanks so very much for your thorough explanation,Thanks so very much for your thorough explanation ❤❤😂😂,youtube,romance,Past Lives,2023,666277,tt13238346,,3,@siripornatsawathanaphaisan789,Ugzj6BUudbyYVAf2scV4AaABAg.9mTFH8TSqJ49rYn04p7kMj,0,2 years ago,True,False,kA244xewjcI,positive,3,general,False
You grew with it,You grew with it 😭,youtube,romance,La La Land,2016,313369,tt3783958,,0,@CatcatcatSss,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D1A9FMkuRwZzD,0,1 year ago,True,False,0pdqf4P9MB8,positive,3,general,False
"I saw it tonight, and yeah I'm still crying !","I saw it tonight, and yeah I'm still crying  !",youtube,romance,The Notebook,2004,11036,tt0332280,,0,@ShoaibAli-iz3kn,UghQVUg2VNbLRHgCoAEC.81KfdIWFPpU9sRcrc-Kyso,0,2 years ago,True,False,FC6biTjEyZw,positive,4,general,False
Ohh it does exist. And I found it. Forever ;),Ohh it does exist. And I found it. Forever ;),youtube,romance,The Notebook,2004,11036,tt0332280,,1,@rescuetoast6506,UghQVUg2VNbLRHgCoAEC.81KfdIWFPpU9C1jUQQEaV-,0,5 years ago,True,False,FC6biTjEyZw,positive,3,general,False
Not to bump this but 4 years later here I am.,Not to bump this but 4 years later here I am.,youtube,romance,La La Land,2016,313369,tt3783958,,0,@ZachariaM,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D19F3DOKdOOq0,0,5 years ago,True,False,0pdqf4P9MB8,neutral,2,off_topic,False
Ditto and is the true Best Picture as far as I'm concerned.,Ditto and is the true Best Picture as far as I'm concerned.,youtube,romance,La La Land,2016,313369,tt3783958,,2,@michaelhall7663,UgxDfzz9cPp4FQzq3W54AaABAg.9-m5YonI0vH9ArpgpVUuBO,0,5 years ago,True,False,0pdqf4P9MB8,positive,4,general,False
@EnigmaticCuriuo You should only invest as much energy into a relationship as you get back. Otherwise you don't fit together. So something it isn't good to be the pushy person or the one who puts in most of the energy into a relationship.," @EnigmaticCuriuo 
You should only invest as much energy into a relationship as you get back. Otherwise you don't fit together.

So something it isn't good to be the pushy person or the one who puts in most of the energy into a relationship.",youtube,romance,The Notebook,2004,11036,tt0332280,,1,@Kino_Cartoon,UghQVUg2VNbLRHgCoAEC.81KfdIWFPpU99SOAD9vKK8,0,5 years ago,True,False,FC6biTjEyZw,neutral,3,off_topic,False
True love exists? Is it like this ? Always tears.,True love exists? Is it like this ? Always tears.,youtube,romance,The Notebook,2004,11036,tt0332280,,624,@tasmiarahman1509,UghtB75CMNrCZngCoAEC,8,10 years ago,False,False,FC6biTjEyZw,negative,3,general,False
rose hogan thats wat i was thinking i love titanic didnt qatch whole movie tho,rose hogan thats wat i was thinking i love titanic didnt qatch whole movie tho,youtube,romance,The Notebook,2004,11036,tt0332280,,2,@TiffanySmith-iq8mc,UgiIGGl6ecY093gCoAEC.8KYFCVOSFUU8orjX0wnuzl,0,7 years ago,True,False,FC6biTjEyZw,positive,3,general,False
Can you tell m what happened to allen's fiance?,Can you tell m what happened to allen's fiance?,youtube,romance,The Notebook,2004,11036,tt0332280,,0,@saisitaram8732,UgiIGGl6ecY093gCoAEC.8KYFCVOSFUU90zwpZv3BWB,0,6 years ago,True,False,FC6biTjEyZw,neutral,2,off_topic,False
Reminding you it's been 7 years,Reminding you it's been 7 years,youtube,romance,La La Land,2016,313369,tt3783958,,0,@mohammadarham2889,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D1A4heDyBI3P6,0,1 year ago,True,False,0pdqf4P9MB8,neutral,2,off_topic,False
"That's so beautiful, thank you....","That's so beautiful, thank you....",youtube,romance,Past Lives,2023,666277,tt13238346,,0,@goopbloop8823,Ugzj6BUudbyYVAf2scV4AaABAg.9mTFH8TSqJ4A1Wb03G7dsm,0,2 years ago,True,False,kA244xewjcI,positive,4,general,False
"Love like this will always exist, BUT! like her mother, people are so materialistic that it get erased, if we could remove greed out of this world, that kind of love would be found around each and every corner.","Love like this will always exist, BUT! like her mother, people are so materialistic that it get erased,  if we could remove greed out of this world, that kind of love would be found around each and every corner.❤❤❤",youtube,romance,The Notebook,2004,11036,tt0332280,,0,@hildamontes2878,UghQVUg2VNbLRHgCoAEC.81KfdIWFPpUAB1LgdHhERB,0,1 year ago,True,False,FC6biTjEyZw,negative,3,general,False
2024... it doesn't get any better lol,2024... it doesn't get any better 😂🎉 lol,youtube,romance,La La Land,2016,313369,tt3783958,,0,@skadooshly,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D1A7cW_hiBQnR,0,1 year ago,True,False,0pdqf4P9MB8,neutral,2,off_topic,False
"SPOILER ALERT: such a beautiful film, the whole film I cringed when I thought she would cheat on him. But when it actually took the mature route, and left them two as friends on different paths, I cried, I cried hard. The film didn't pretend to be a fantasy, it was a hard bitter truth that life holds for all of us.","SPOILER ALERT:



such a beautiful film, the whole film I cringed when I thought she would cheat on him. But when it actually took the mature route, and left them two as friends on different paths, I cried, I cried hard. The film didn't pretend to be a fantasy, it was a hard bitter truth that life holds for all of us.",youtube,romance,Past Lives,2023,666277,tt13238346,,361,@BongoSchlongo,Ugz-qhklMhkX5_3RlbZ4AaABAg,14,2 years ago (edited),False,False,kA244xewjcI,positive,5,general,True
Damn that ending made me depressed and happy at the same time.,Damn that ending made me depressed and happy at the same time.,youtube,romance,La La Land,2016,313369,tt3783958,,817,@Andreezy23,UghoD3yE1QipOXgCoAEC,1,9 years ago,False,False,0pdqf4P9MB8,positive,4,general,False
It's not that deep bruh,It's not that deep bruh☺️,youtube,romance,La La Land,2016,313369,tt3783958,,0,@Brinocellas,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D1AUu3pnmnJO4,0,4 weeks ago,True,False,0pdqf4P9MB8,negative,2,general,False
It’s been 2 and a half years and I’m still not over this movie,It’s been 2 and a half years and I’m still not over this movie,youtube,romance,La La Land,2016,313369,tt3783958,,3,@milo1728,Ugya6g47FHRPHa-k1LZ4AaABAg.8laTY0ty4D18tmOYSAcB_e,0,7 years ago,True,False,0pdqf4P9MB8,positive,5,general,False
mm space I’d say it’s the saddest happy movie.,"mm space 
I’d say it’s the saddest happy movie.",youtube,romance,La La Land,2016,313369,tt3783958,,4,@daniel-ge6gc,UgidHXSrlU8ihHgCoAEC.8OxkGjqLGKa93IvDtIrHNP,0,6 years ago,True,False,0pdqf4P9MB8,positive,4,general,False
I’m waiting for part 2!!!,I’m waiting for part 2!!!,youtube,romance,Past Lives,2023,666277,tt13238346,,2,@mv5503,UgxKGI0GlkSOEhzF9wF4AaABAg.9mRa_3NKE5C9m_Em6oC-oS,0,3 years ago,True,False,kA244xewjcI,positive,4,general,False
